"feature","pvalue","padj","mean_poor","mean_great"
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__",NA,NA,5.78195672805392e-05,7.62621383903605e-06
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__subflava",NA,NA,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;__",NA,NA,1.63949081768491e-05,3.89212646951889e-05
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;__",NA,NA,2.22325929221173e-05,3.02584792344164e-05
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__",NA,NA,2.34860316826567e-05,2.91912089052648e-05
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__",NA,NA,2.54432009895448e-05,0.000100756228434417
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__",NA,NA,0.000274743872854594,0.000122019421424577
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;__;__;__;__",NA,NA,2.03649397197784e-06,6.55488404410126e-06
"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__",NA,NA,0,7.62621383903605e-06
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__metschnikovii",NA,NA,0,1.74641221440703e-05
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__animalis",NA,NA,9.03719267240754e-05,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__aldenense",NA,NA,0.000534678523903464,0.000280920897901586
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__hiranonis",NA,NA,0,3.49282442881406e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;__",NA,NA,2.72151054721413e-06,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__costicola",NA,NA,3.05213556617093e-05,8.71846347372566e-05
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__",NA,NA,0,0.000142000086996921
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;__",NA,NA,7.82867722755225e-06,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__",NA,NA,4.07298794395569e-06,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella;s__",NA,NA,5.35670284226653e-06,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__;s__",NA,NA,1.47448233013729e-05,2.05436523454748e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__",NA,NA,0,9.7304029684216e-06
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__",NA,NA,6.5316253133139e-05,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas;__",NA,NA,0,1.31097680882025e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens;s__",NA,NA,0,7.41410756387254e-06
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;__;__",NA,NA,2.30810421552154e-06,9.21282202153378e-05
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__;__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;__;__",NA,NA,7.99084111231361e-05,0.000198484301696139
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;__",NA,NA,0.000200172979669224,1.49952914784758e-05
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;__;__",NA,NA,0,6.51856487275761e-06
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__",NA,NA,0.000764509080269397,0.000118351393948491
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia;s__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__;__",NA,NA,0.000161224558377779,1.10363094581172e-05
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;__",NA,NA,5.68123714620096e-06,7.75497190548986e-05
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__;s__",NA,NA,0.0016099515076332,0.000402007334227373
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__pulmonis",NA,NA,6.69532264759839e-05,2.71189783541245e-05
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__",NA,NA,2.03649397197784e-05,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas;s__",NA,NA,1.15405210776077e-05,1.23568459397876e-05
"k__Bacteria;p__Proteobacteria;__;__;__;__;__",NA,NA,2.30810421552154e-06,0
"k__Bacteria;p__Bacteroidetes;__;__;__;__;__",NA,NA,0,7.73315461153787e-06
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__pseudolongum",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__fragi",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;__",NA,NA,1.60200956079306e-05,3.69804250283517e-05
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Nitrobacteria;s__hamadaniensis",NA,NA,0,7.73315461153787e-06
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__",NA,NA,7.89188122718753e-06,0
"k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__",NA,NA,0,6.88640820535288e-05
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Flexispira;s__",NA,NA,2.67835142113326e-05,9.6503537124638e-05
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;__",NA,NA,0,6.81464994064583e-05
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__paralimentarius",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__cateniformis",NA,NA,0,0.000119026798033386
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium;__",NA,NA,4.13127866942422e-05,0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__",NA,NA,0,6.26181918370925e-05
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__",NA,NA,0,0
"k__Bacteria;p__FBP;c__;o__;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;__;__",NA,NA,8.03505426339979e-06,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__",NA,NA,8.63051051606107e-05,5.87591337066735e-05
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;__",NA,NA,0.000104124275274858,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__finegoldii",NA,NA,0.000523848910945685,0.000282807399064843
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__coprophilus",NA,NA,0.00221337582857229,9.12183817366008e-05
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__Barnesiella;s__intestinihominis",NA,NA,0.000217732114861994,0.000190751147084601
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];__;__",NA,NA,0.00182168757097216,0.000111568791085207
"k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__;g__;s__",NA,NA,3.9942167260173e-05,3.66463686502532e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__",NA,NA,4.80209371285881e-05,0.000337647447482462
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__",NA,NA,5.79746554131419e-05,0.000194974800426737
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__",NA,NA,2.84061857310048e-05,9.17683766174176e-05
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__durum",NA,NA,1.39367772038923e-05,2.91494199265435e-05
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__",NA,NA,5.01893507323083e-05,0.0004535438873301
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__paraputrificum",NA,NA,0.000448815334449591,7.59713479487736e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas;s__",NA,NA,0.000141500040295483,1.96471374120791e-05
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__;__",NA,NA,0,3.24346765614053e-06
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;__;__",NA,NA,0,2.13107348840983e-05
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__",NA,NA,0.000108614080454328,0.000111049289976606
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium;s__somerae",NA,NA,0.000512223329371606,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__",NA,NA,0,0
"k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__;s__",NA,NA,0,6.51856487275761e-06
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__;s__",NA,NA,0.000186869274342505,2.26020806829703e-05
"k__Bacteria;p__Firmicutes;__;__;__;__;__",NA,NA,1.18378218407813e-05,8.13041180535794e-06
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;s__profusa",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;__",NA,NA,7.56167206798497e-05,0.000253369818423607
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;__;__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum;s__",NA,NA,0,1.78510065736332e-05
"k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__TM7;c__TM7-1;o__;f__;g__;s__",NA,NA,0,4.53046283208293e-06
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__",NA,NA,0.000258319462421528,5.44082495265783e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;__",NA,NA,8.16453164164238e-06,0
"k__Bacteria;p__Chloroflexi;__;__;__;__;__",NA,NA,0,4.46275164340829e-06
"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__",NA,NA,0,1.52524276780721e-05
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__ruminis",NA,NA,0.00138512685145102,0.000696331057873021
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__plantarum",NA,NA,4.40323020968182e-05,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__brevis",NA,NA,7.92581437742728e-05,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__acidilactici",NA,NA,0.000140903366709818,0.000353405793877924
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__sobrinus",NA,NA,0.000374296094479057,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__;s__",NA,NA,2.59289677063899e-05,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__",NA,NA,0,4.46275164340829e-06
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__alactolyticus",NA,NA,0.000755852975638132,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__",NA,NA,8.03505426339979e-06,6.45773733799151e-06
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__",NA,NA,0.000275540001590746,0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium;s__cocleatum",NA,NA,1.57837624543751e-05,0
"k__Bacteria;p__OD1;c__ZB2;o__;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__;s__",NA,NA,0,4.94273837591502e-06
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];__",NA,NA,0,0.00030755733309807
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];s__bifermentans",NA,NA,0.000196085493275068,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__symbiosum",NA,NA,0.000308450072547219,0.000855690455504356
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__lavalense",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella;s__morganii",NA,NA,0,0.000291758746554764
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;__",NA,NA,1.1591111935368e-05,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;__",NA,NA,0,6.79569424812439e-06
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;__;__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;__;__",NA,NA,4.07298794395569e-06,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__segnis",NA,NA,0,0.000557384887021947
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;__;__",NA,NA,1.06444693998116e-05,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__;s__",NA,NA,0,2.18301526800878e-06
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__",NA,NA,7.57801287749314e-05,6.93858726964239e-05
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__",NA,NA,1.06444693998116e-05,0
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__piscolens",NA,NA,0.00097039903444868,0.000111929081733813
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus;s__",NA,NA,0.000149121449573034,0.00026762029679385
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;s__uli",NA,NA,0,4.15142656126413e-05
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Raphanus;s__sativus",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;s__",NA,NA,7.82867722755225e-06,5.9981165913903e-06
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__;s__",NA,NA,4.34053467495314e-05,4.07741654887463e-05
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;__",NA,NA,0,5.20570184646628e-05
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__",NA,NA,0.000166057788110262,0.000118575037376914
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__formigenes",NA,NA,2.94618656324659e-05,2.83549002423055e-05
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__;s__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__",NA,NA,0,0
"k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__;g__;s__",NA,NA,0,1.23568459397876e-05
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;s__rimae",NA,NA,0,3.49282442881406e-05
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella;__",NA,NA,0.000385993934381031,0
"k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__schaedleri",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella;s__farmeri",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;__;__",NA,NA,5.51419906258616e-06,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;__;__",NA,NA,0,4.85863792944286e-06
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;__",NA,NA,0,2.94301585549792e-05
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;__;__",NA,NA,7.89188122718753e-05,5.58193127499478e-05
"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__",NA,NA,3.07463680852699e-05,0
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;__;__;__;__",NA,NA,0,6.10772810837553e-06
"k__Bacteria;p__TM7;c__TM7-3;o__I025;f__Rs-045;g__;s__",NA,NA,0,9.55030783825599e-06
"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;__;__;__;__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia;s__",NA,NA,0,2.8650923514768e-05
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__;s__",NA,NA,0,6.45773733799151e-06
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__",NA,NA,2.41785507787464e-05,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089;g__;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__oralis",NA,NA,5.24774578497406e-05,3.62437026566634e-05
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;__;__",NA,NA,3.40874228772057e-05,1.91878425829394e-05
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__",NA,NA,2.48138957816377e-05,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;__;__;__",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__thermoamylovorans",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__;s__",NA,NA,0,4.93072333711356e-06
"k__Bacteria;p__TM6;c__SJA-4;o__;f__;g__;s__",NA,NA,0,4.52430524536276e-05
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__gordonii",NA,NA,0,5.94872822452379e-05
"k__Bacteria;p__AD3;c__ABS-6;o__;f__;g__;s__",NA,NA,0,0
"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__",NA,NA,0,9.71647330884782e-06
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__",NA,NA,3.66568914956012e-05,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__komagatae",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__;s__",NA,NA,0,0.000153043656862638
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Microbulbifer;s__chitinilyticus",NA,NA,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;__;__",NA,NA,0,0
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;__;__",NA,NA,0,3.91157238690666e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella;__",NA,NA,0.00060980296702452,0.000177325637886473
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__;s__",NA,NA,0,0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia;s__",NA,NA,1.42030928655024e-05,0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__;g__;s__",NA,NA,0,1.30385746230222e-05
"k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__;s__",NA,NA,7.82867722755225e-06,0
"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Pelagicoccales];f__[Pelagicoccaceae];g__Pelagicoccus;s__",NA,NA,0,0
