gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction
Gene0560,131.86344300910727,0.24002386684074273,0.21881846223619145,1.5436631972731807,0.12266994639377263,0.5874585173571183,False,Not significant
Gene0802,44.058237315139515,-0.2569183058121583,0.2708404151606707,-1.5483104184602319,0.12154757727039378,0.5874585173571183,False,Not significant
Gene0376,47.083946921273245,-0.2516622560431589,0.3468139082562029,-1.5297479496561073,0.12607912986589898,0.599482016525837,False,Not significant
Gene0191,241.73546811401715,-0.24015451416170053,0.3116216253027137,-1.5241843838691145,0.12746265786629338,0.603160615453417,False,Not significant
Gene0955,86.47214749822426,-0.23748144738861895,0.23356242066941388,-1.503280160883485,0.1327668138378613,0.6140352866061118,False,Not significant
Gene0244,59.53911064307252,-0.24635818083602395,0.2624868892817064,-1.5065350237941377,0.13192988318744717,0.6140352866061118,False,Not significant
Gene0969,25.924355886215338,-0.24882327238899188,0.2949124698055882,-1.5028990925467702,0.13286506707149437,0.6140352866061118,False,Not significant
Gene0337,27.182318934142312,0.2500011662190285,0.27515617748790955,1.508040037945757,0.13154428012788813,0.6140352866061118,False,Not significant
Gene0109,283.9875694610928,-0.24375794677728344,0.2653722680243472,-1.511377671791621,0.13069225481750094,0.6140352866061118,False,Not significant
Gene0332,292.4784752833455,-0.24876162237435961,0.28739887819486887,-1.499884909776872,0.13364421752910513,0.6142627454641546,False,Not significant
Gene0685,229.07734554971125,-0.2423004375213379,0.2483142039126477,-1.4979106194466782,0.1341564742368629,0.6142627454641546,False,Not significant
Gene0436,21.518871495838805,0.24953083852794022,0.2995439603242589,1.4912160790787994,0.1359047735116681,0.6194000967882016,False,Not significant
Gene0792,35.55910877236341,0.2450672923903747,0.31470498914403905,1.4831089133619992,0.13804547622846988,0.6262705320640216,False,Not significant
Gene0723,27.03058341109093,0.1564731368473536,0.7874235330072894,1.4731586993010943,0.1407082486005223,0.6354358806662856,False,Not significant
Gene0808,128.8841496246978,-0.2283276999358473,0.22410861183096772,-1.4684592682730162,0.14197951253293023,0.6378126345304144,False,Not significant
Gene0959,530.6884933029279,0.23842985376808665,0.2835293141613535,1.4664550434457713,0.1425243601933484,0.6378126345304144,False,Not significant
Gene0657,536.4428981426871,-0.22266245546771346,0.21711435778276933,-1.4499725179301686,0.14706618305312016,0.6551732208988101,False,Not significant
Gene0961,25.941218478177365,-0.23601549432297364,0.297918746710231,-1.4453729122380905,0.1483531677641319,0.6564708799562334,False,Not significant
Gene0590,53.77095254860554,-0.23503786205389754,0.2807340633018968,-1.437146646192466,0.15067632937316985,0.6564708799562334,False,Not significant
Gene0826,64.44944662836886,-0.23329072589124822,0.30495689847134294,-1.4394186306099381,0.15003194891543373,0.6564708799562334,False,Not significant
Gene0830,247.66060821523297,0.23566258661086056,0.27480904918067345,1.439936754565547,0.14988529327738995,0.6564708799562334,False,Not significant
Gene0257,35.28149864715508,0.23640497885733575,0.3056854077267893,1.439876189656552,0.14990243060506092,0.6564708799562334,False,Not significant
Gene0633,1670.8400437584394,0.22746507842340916,0.24712913763915834,1.4236130402347484,0.1545585188951022,0.6675038217784107,False,Not significant
Gene0806,210.76776307659824,-0.23063141542351637,0.27643956194865615,-1.423648556328598,0.15454823239604654,0.6675038217784107,False,Not significant
Gene0515,20.427249064871692,-0.21724836962546853,0.3344790833377353,-1.4145590186176855,0.15719783166080373,0.675950676141456,False,Not significant
Gene0177,170.55188485509103,0.2267253162945235,0.2566872111544186,1.4104726075108593,0.15840017926629757,0.6781721960795165,False,Not significant
Gene0314,14.37729928419013,-0.22085357444627904,0.34149350701926556,-1.4009628065052355,0.1612251955844537,0.6785179507788286,False,Not significant
Gene0797,21.844677543014694,-0.2276533922006114,0.2849324527376752,-1.403106364923447,0.1605851234489073,0.6785179507788286,False,Not significant
Gene0731,27.00804631476218,-0.22927282556237652,0.2779853808399985,-1.405485639925117,0.15987691650507396,0.6785179507788286,False,Not significant
Gene0665,30.11114008572446,0.23018093728726016,0.3104656729875169,1.4075207127327376,0.15927303976849816,0.6785179507788286,False,Not significant
Gene0458,61.79040397763723,-0.22635272644037008,0.27476482376108613,-1.398373789586544,0.16200084974970141,0.678893391535825,False,Not significant
Gene0927,60.13809990817635,0.22300894427862641,0.2681678874868653,1.3947819044210419,0.16308161731500714,0.680538900947435,False,Not significant
Gene0390,77.4518172352398,-0.225026759299635,0.27778865360361205,-1.3874185834204236,0.16531416159878676,0.6840824511347285,False,Not significant
Gene0942,287.5538068102187,-0.22292693615056336,0.30856383569728596,-1.387841123618245,0.16518542931426927,0.6840824511347285,False,Not significant
Gene0261,35.833547159806386,0.22287200046578035,0.2594057788334291,1.3833546573769246,0.16655614640253225,0.6863501199671017,False,Not significant
Gene0426,61.98987557937863,0.21722496940626748,0.2402038281373019,1.3774500060836363,0.1683731614287688,0.688103539888646,False,Not significant
Gene0253,57.12147595021984,-0.22043894303136902,0.27946699769354266,-1.3775751054090195,0.1683345114489777,0.688103539888646,False,Not significant
Gene0705,54.59076398558602,0.21101705091243142,0.27626029573214544,1.3609251337910493,0.17353734982991098,0.694918136691047,False,Not significant
Gene0771,12.852158664126646,-0.20768176737988886,0.32484383963632224,-1.3569304904992774,0.1748032976386572,0.694918136691047,False,Not significant
Gene0570,211.3316169848592,-0.2078220702903647,0.2334178216290045,-1.353552853064068,0.17587907715688345,0.694918136691047,False,Not significant
Gene0247,21.858426901542952,-0.210816899706102,0.3004404378837704,-1.3520981558152614,0.17634391721219855,0.694918136691047,False,Not significant
Gene0592,50.175609582247525,-0.2126297072342452,0.32238131514503293,-1.352033929696138,0.1763644613846843,0.694918136691047,False,Not significant
Gene0459,61.28589412940605,0.2115696639558522,0.3268325198227142,1.3550615455494384,0.17539794913984297,0.694918136691047,False,Not significant
Gene0697,388.02908630703797,0.21092225857899607,0.23350254546096494,1.3589555117217154,0.17416068658105288,0.694918136691047,False,Not significant
Gene0866,44.676624346761805,-0.2151333818707045,0.29710508974154415,-1.3615724208459261,0.17333286385064695,0.694918136691047,False,Not significant
Gene0288,42.867763718726,-0.2180504900154352,0.27794931355632574,-1.3535491530794184,0.17588025830525256,0.694918136691047,False,Not significant
Gene0674,19.86172636787208,-0.21184707027640587,0.3223893322455782,-1.346793743371099,0.17804667035227806,0.698420032734763,False,Not significant
Gene0245,105.40566517762169,0.1972327065229126,0.29911936961597096,1.3448750466961015,0.17866558976935798,0.698420032734763,False,Not significant
Gene0411,162.02985887327387,-0.21017602390992243,0.24855201629919252,-1.3318878744405116,0.1828970361215354,0.7121463335598367,False,Not significant
Gene0234,30.426054134883092,-0.20814656593068287,0.2863742080131203,-1.3042424674076432,0.1921509245183085,0.7423330638617466,False,Not significant
Gene0911,49.56340050198761,0.20332859583877116,0.2800455679869828,1.3056602766378183,0.1916681122845122,0.7423330638617466,False,Not significant
Gene0479,194.9696165019419,0.19431393621224424,0.3115137924946262,1.2833536239111605,0.19936821368155777,0.7427563631489146,False,Not significant
Gene0343,105.28925514684602,0.20512862242346347,0.2588111078625293,1.2968203845607211,0.19469299516514793,0.7427563631489146,False,Not significant
Gene0753,48.41496703090005,0.2022056297648397,0.25667215677726035,1.2822060100463655,0.19977038848114193,0.7427563631489146,False,Not significant
Gene0814,114.53645683948382,-0.1980900845180725,0.29393971182419976,-1.2897367817001752,0.19714206419271507,0.7427563631489146,False,Not significant
Gene0563,72.63418159448372,-0.19842936928219773,0.24074464891250225,-1.2759964291719277,0.20195678137604645,0.7427563631489146,False,Not significant
Gene0729,157.17764956756915,-0.20236596355875766,0.2626143956452518,-1.2808280984239022,0.20025405227903403,0.7427563631489146,False,Not significant
Gene0976,43.91783193220254,-0.20262220593674773,0.259067996227892,-1.2885921952626234,0.19753989818169004,0.7427563631489146,False,Not significant
Gene0112,22.011710158627974,0.19620559640872398,0.3206431156049639,1.2758070844050342,0.20202372263605461,0.7427563631489146,False,Not significant
Gene0442,330.5639257396472,-0.201401431332132,0.23821045142256098,-1.2926657203681478,0.19612669865986,0.7427563631489146,False,Not significant
Gene0828,40.21166531455572,0.2017943286404673,0.27047095185117376,1.27702758508584,0.20159250861827438,0.7427563631489146,False,Not significant
Gene0566,352.04867345174534,-0.20266495969959925,0.2914460152679846,-1.2968821437253077,0.19467174128602527,0.7427563631489146,False,Not significant
Gene0404,100.14298928665829,-0.19828707663544518,0.2388537398948123,-1.2837419582724094,0.19923225814302425,0.7427563631489146,False,Not significant
Gene0506,76.75130597909896,-0.20474541131788485,0.2926806530119271,-1.2996455013878359,0.19372249702556987,0.7427563631489146,False,Not significant
Gene0726,64.15604253812155,-0.19759340599124334,0.27872595207418366,-1.2672003637895373,0.20508365574419019,0.7512138353000152,False,Not significant
Gene0755,44.02782116184841,0.19319385653776305,0.32437071194090955,1.262490209442139,0.20677244706781606,0.7546049821035796,False,Not significant
Gene0979,292.0334450275912,0.19743366029479795,0.2582977938882955,1.258982204696589,0.20803675955365653,0.7555550398051609,False,Not significant
Gene0444,69.26326387263218,0.19744161701547755,0.28549718313129874,1.257533010411066,0.20856069349525674,0.7555550398051609,False,Not significant
Gene0127,98.06546638723655,-0.19500136339694818,0.27974228932394735,-1.2520631256969974,0.21054686279374246,0.7599665959963916,False,Not significant
Gene0693,579.0332371445842,0.1942135341996553,0.2547343409601529,1.2463520014894978,0.21263519451746382,0.7647134813737153,False,Not significant
Gene0323,317.0557871017364,-0.18882632657939638,0.2320571653749664,-1.2339912877994206,0.21720615068765892,0.7727226008276786,False,Not significant
Gene0954,206.60162349506172,0.19466397808090619,0.275015280224758,1.235605555576201,0.21660521863134752,0.7727226008276786,False,Not significant
Gene0490,19.726692784904845,-0.18891432848325304,0.3188350667402993,-1.2358121303205098,0.2165284049489239,0.7727226008276786,False,Not significant
Gene0188,55.59674102602556,0.19063345668227236,0.28228400751145105,1.2296084774706637,0.21884375392490663,0.7757579664219808,False,Not significant
Gene0203,18.776801149174883,-0.18849458758620868,0.29772736888946466,-1.2272028310252205,0.2197463656549059,0.7761755558310783,False,Not significant
Gene0324,60.902880974884596,0.18937539987692134,0.3171569311861769,1.2244776973161973,0.22077207469585747,0.7770234230398684,False,Not significant
Gene0362,39.135649764751726,-0.17457114177726302,0.33283946753075566,-1.2177006846738776,0.22333773679213076,0.7832660343525437,False,Not significant
Gene0146,173.04881054737714,-0.17828335999074862,0.2075698599191643,-1.2131369676624744,0.22507745826191172,0.7845954377758504,False,Not significant
Gene0865,28.91313022796003,-0.19002052832938623,0.265837977512852,-1.2125460081689592,0.22530344219245857,0.7845954377758504,False,Not significant
Gene0760,75.73613156739256,0.18881045707820518,0.2723482992032484,1.2016386271409838,0.22950356892821178,0.7964176479649174,False,Not significant
Gene0707,40.01975862585078,0.18757284692728243,0.2676041451109177,1.1992682538678425,0.23042365501674034,0.7968146671732733,False,Not significant
Gene0331,35.98108205732435,-0.18570372417590938,0.24798603166481578,-1.197099873061496,0.23126762945148627,0.7969466394687105,False,Not significant
Gene0569,58.81568226499254,-0.1817227248801204,0.23012468323283955,-1.1927419200792462,0.23297046266328314,0.800027040187455,False,Not significant
Gene0862,1176.8084218034883,-0.18106915081439173,0.2333186589407859,-1.1877255874356467,0.23494153949315355,0.8040040918987157,False,Not significant
Gene0647,49.04306706756833,0.17994933662688306,0.23735914593021554,1.1732234584893468,0.24070620717822266,0.8152686263673363,False,Not significant
Gene0484,99.69538502852436,0.18052248291305648,0.29415182316731897,1.1737445501577168,0.2404973601063375,0.8152686263673363,False,Not significant
Gene0930,208.6396975701401,0.17962739562216304,0.23022838652098554,1.1751157292581473,0.23994841859096494,0.8152686263673363,False,Not significant
Gene0128,112.89622691685365,0.17402691912983173,0.22063284792212862,1.1663994826379551,0.24345296761792645,0.8196701350911034,False,Not significant
Gene0338,116.8134141542492,0.17344921829285984,0.2121754097558104,1.165879134628197,0.24366331619492865,0.8196701350911034,False,Not significant
Gene0485,146.49872933390307,0.17239328979807725,0.23052391122428745,1.1342481967903453,0.2566904521842216,0.8469775712723483,False,Not significant
Gene0859,100.17911665915933,-0.17452341738574034,0.25219111629809554,-1.1319418116277522,0.25765889872092307,0.8469775712723483,False,Not significant
Gene0531,56.89289135990041,-0.171273550635426,0.28857448094704785,-1.1379278847704604,0.2551505964180195,0.8469775712723483,False,Not significant
Gene0765,197.10628896648282,0.17285798680784664,0.24719340782641025,1.132727810944404,0.25732857487807503,0.8469775712723483,False,Not significant
Gene0600,73.95886323048718,0.17472863769936955,0.2991003185275732,1.1437829880622632,0.25271364667188334,0.8469775712723483,False,Not significant
Gene0869,55.518172476957346,-0.16405474382572943,0.3154430660781702,-1.1407064183848807,0.2539921147174139,0.8469775712723483,False,Not significant
Gene0783,17.89358784287011,-0.1649221947876921,0.2905077034239505,-1.129629961740639,0.2586321805098576,0.8469775712723483,False,Not significant
Gene0214,158.53793257037168,-0.16986657381947998,0.24391717049299957,-1.1311554152415826,0.25798968368063613,0.8469775712723483,False,Not significant
Gene0837,34.569550301949896,0.17392403360592207,0.2804605760933782,1.1244868205626066,0.26080655852507895,0.8497761770284716,False,Not significant
Gene0434,180.90876976430727,-0.16969212162005537,0.2280252952411119,-1.1235470846051585,0.2612052151836758,0.8497761770284716,False,Not significant
Gene0369,322.31799951176663,0.16976328426309734,0.235399552904427,1.1136778000134857,0.26541743649888805,0.8552774443307929,False,Not significant
Gene0551,41.77638306676641,-0.16905424903343427,0.2717196758048662,-1.1126133923529042,0.26587450617145536,0.8552774443307929,False,Not significant
Gene0246,298.822751725001,-0.16747898904015582,0.22960093941991172,-1.1114949516905956,0.26635536183405883,0.8552774443307929,False,Not significant
Gene0642,69.41059255351043,0.17165032437163372,0.2514213725706822,1.1125128693402666,0.26591769997161596,0.8552774443307929,False,Not significant
Gene0205,26.287420908286354,-0.16901934166170154,0.28061074479256687,-1.1049011131435873,0.2692024400487152,0.8555730647962522,False,Not significant
Gene0260,17.740431510401088,-0.16257012247995306,0.33372127544198427,-1.108677669291267,0.2675692585941737,0.8555730647962522,False,Not significant
Gene0106,43.70465696756498,-0.1655862805359587,0.27836387211878216,-1.1023101445956163,0.27032686053410193,0.8555730647962522,False,Not significant
Gene0903,36.184920885107054,-0.1679678703685093,0.27986367907534165,-1.1012844635574184,0.27077287086069457,0.8555730647962522,False,Not significant
Gene0576,32.2438183107828,0.16184885508329844,0.3308988368959749,1.1040257824914739,0.26958195371356497,0.8555730647962522,False,Not significant
Gene0438,239.85645482718107,0.16632132389018475,0.25349730482976096,1.096514296481169,0.2728537703587316,0.8594024805247947,False,Not significant
Gene0395,7.947052144765789,0.15176849531286177,0.3490034578581116,1.0904255728846262,0.2755257220349978,0.8648870606349283,False,Not significant
Gene0398,182.78099963456597,-0.1603543798563146,0.3031919915858467,-1.0885687669759334,0.2763440962190469,0.8648870606349283,False,Not significant
Gene0477,211.16383085856958,-0.16495409134343092,0.26435565679935347,-1.084293359116505,0.27823474881980315,0.8653275678703941,False,Not significant
Gene0938,49.71065089855649,-0.16604296446985545,0.2529004255915691,-1.0850013873322863,0.2779210408142584,0.8653275678703941,False,Not significant
Gene0140,231.47352916985835,-0.16099270906043173,0.24689981910564904,-1.0810006632070002,0.279696818621747,0.8671478169809022,False,Not significant
Gene0358,79.96024410997673,0.16431458556773715,0.2831763094172935,1.0747835550176708,0.2824716447420542,0.8702942574762979,False,Not significant
Gene0307,42.12219092951706,0.1628604874876744,0.26686261902941855,1.076504188555924,0.28170182865722326,0.8702942574762979,False,Not significant
Gene0161,130.06092837018747,-0.16335924623616732,0.26102891980491755,-1.0727979177197469,0.28336179528537553,0.8703255140907963,False,Not significant
Gene0573,15.18819681018954,-0.1493780189040138,0.3019834308565329,-1.0567791825133657,0.2906123772521372,0.876267198482816,False,Not significant
Gene0847,86.62916789753798,0.1617298211535105,0.2582563421747004,1.060195579583129,0.28905563171905546,0.876267198482816,False,Not significant
Gene0523,42.430193405023246,0.1565364546316233,0.28255974788452365,1.0572689214191668,0.2903888728457813,0.876267198482816,False,Not significant
Gene0219,142.9104501656369,0.1530613579103312,0.3368989006027424,1.0573584303115535,0.29034803576466983,0.876267198482816,False,Not significant
Gene0424,182.18280903690086,-0.1590072930242595,0.23067896866577345,-1.0569617443158674,0.2905290471529375,0.876267198482816,False,Not significant
Gene0589,112.65055447122732,0.16004547882376025,0.23132964049163343,1.058339325953176,0.2899007701645089,0.876267198482816,False,Not significant
Gene0894,81.35608108402892,-0.15944872288773623,0.28479231605062505,-1.0528885095780407,0.29239209294919777,0.8789537383791994,False,Not significant
Gene0317,75.96992821680801,-0.1184890874196319,0.33805866934594603,-1.0447668103143364,0.2961307579400102,0.8794680055368583,False,Not significant
Gene0500,106.43434786226804,0.15760235534333314,0.2379872441914762,1.0477471484994172,0.2947551185583065,0.8794680055368583,False,Not significant
Gene0181,159.33263678910905,-0.15830839685426537,0.2377499812747208,-1.0466520340887573,0.29526009373933726,0.8794680055368583,False,Not significant
Gene0153,79.08885644368421,-0.1463895885951382,0.3375830107634582,-1.0441695090498508,0.29640697124106596,0.8794680055368583,False,Not significant
Gene0142,93.99416320451745,0.14990852898170148,0.35710103209985883,1.042868031564488,0.2970094174411635,0.8794680055368583,False,Not significant
Gene0107,212.41282601170272,-0.15742617793354827,0.24361449216325973,-1.0408626270299484,0.2979393090797743,0.879587990089244,False,Not significant
Gene0213,33.645150736335744,-0.14692963051346383,0.3460840014423091,-1.0378088538302133,0.29935905400953355,0.8811491202840139,False,Not significant
Gene0170,17.36001616432113,0.15498633470701073,0.28579028619849955,1.0324971244576773,0.30183929403618404,0.885813239767911,False,Not significant
Gene0396,75.0428892021567,0.15536512721373294,0.24218225803187463,1.0283250683654774,0.30379694283418757,0.8889206404231109,False,Not significant
Gene0718,24.03992024965842,0.13888686734027222,0.31637694199574046,0.9925595243917983,0.3209246579496896,0.8897220518263103,False,Not significant
Gene0690,561.3526847909426,-0.15297059144705497,0.2783468576557698,-1.024802648792321,0.30545631634751835,0.8897220518263103,False,Not significant
Gene0680,13.465942534800881,-0.1366384329848587,0.30380130717822734,-0.9636974541939979,0.33519763107056877,0.8897220518263103,False,Not significant
Gene0686,15.605541287569162,0.14176906484942275,0.2743890912821585,0.9678320032616837,0.33312827783107546,0.8897220518263103,False,Not significant
Gene0748,37.77509606933368,0.1473049707495632,0.26621922390734715,0.9732953599782506,0.33040652790319225,0.8897220518263103,False,Not significant
Gene0433,32.36572177148647,0.1478347789346826,0.308583788442737,0.9943938381338695,0.3200311668302819,0.8897220518263103,False,Not significant
Gene0945,783.8987342737341,0.1384076335662112,0.40256944535929345,1.0145651792093433,0.310313144866331,0.8897220518263103,False,Not significant
Gene0413,127.3327134222335,-0.13938912110325852,0.28693340156294483,-0.9637306715905786,0.33518097274739367,0.8897220518263103,False,Not significant
Gene0258,499.9123813741151,0.14622703742951992,0.24485428821427985,0.971903078771263,0.3310987680021361,0.8897220518263103,False,Not significant
Gene0262,18.632070885035514,-0.1484132445472286,0.28352507500301916,-0.989989424260724,0.3221792882659882,0.8897220518263103,False,Not significant
Gene0449,164.72591453740787,0.14453914105242988,0.25728196368827905,0.962980204809911,0.3355574573621979,0.8897220518263103,False,Not significant
Gene0460,77.46582194334421,-0.15137806345909918,0.22799458779757398,-1.0124207230276265,0.31133693408417196,0.8897220518263103,False,Not significant
Gene0270,84.86116084687804,-0.14598733412755627,0.2523889063606833,-0.9747045553295818,0.3297068326889395,0.8897220518263103,False,Not significant
Gene0283,33.56365289690824,0.1530964232686062,0.26023571368386733,1.015790802854814,0.3097290166166672,0.8897220518263103,False,Not significant
Gene0441,30.813589674122166,0.14998584317724348,0.25014950684991627,0.9890121703114273,0.32265718720167,0.8897220518263103,False,Not significant
Gene0290,156.74627519293162,-0.14989694337975237,0.24552765740601468,-0.9953136900771069,0.31958372149840697,0.8897220518263103,False,Not significant
Gene0226,97.80699768231527,0.1345459142707225,0.2956587618264956,0.9784052885060037,0.3278739136139154,0.8897220518263103,False,Not significant
Gene0250,15.152211036543846,0.14956704895354292,0.2946421109334498,0.9989233175296794,0.31783183964108774,0.8897220518263103,False,Not significant
Gene0639,123.8682974232975,0.14933261807877335,0.27163341002865354,0.9910285737188171,0.3216716280098354,0.8897220518263103,False,Not significant
Gene0775,168.62037253350715,-0.14777637781819614,0.27772976573276026,-0.9937386177962182,0.3203501366173078,0.8897220518263103,False,Not significant
Gene0476,18.058532207730384,0.15173773307014532,0.2688749520496208,1.0048168198563463,0.3149850632053002,0.8897220518263103,False,Not significant
Gene0492,99.54937633266279,-0.15034022817763856,0.2295681336616507,-1.0085709411746864,0.31318044937324274,0.8897220518263103,False,Not significant
Gene0243,88.52462385569142,-0.14002469362743067,0.2880183714728565,-0.9687059363820857,0.3326919298277008,0.8897220518263103,False,Not significant
Gene0917,103.1361281962207,0.1469851684044772,0.27007093582429076,0.974812734804012,0.32965315899088377,0.8897220518263103,False,Not significant
Gene0176,26.8337236675067,0.14022689658230356,0.3025649070139948,1.0089888290385471,0.31297999165409407,0.8897220518263103,False,Not significant
Gene0824,91.32337018962768,0.14716884894668855,0.25074254967486503,0.9762924792597094,0.32891954581219607,0.8897220518263103,False,Not significant
Gene0554,128.69333556528525,0.15350348410821452,0.2607863498941726,1.0147475546950981,0.31022617927432594,0.8897220518263103,False,Not significant
Gene0167,45.297166438866064,0.15558281678059707,0.25366447604565184,1.021112718182429,0.30720103814674626,0.8897220518263103,False,Not significant
Gene0211,123.17078256374464,0.15111552319986515,0.296616086125191,1.0129096830414233,0.31110330284866783,0.8897220518263103,False,Not significant
Gene0962,39.809875411042185,-0.14378313876271132,0.28031820171026856,-0.9634576051429009,0.33531792974343466,0.8897220518263103,False,Not significant
Gene0788,178.0854042886997,-0.1484409421098551,0.2354635345548569,-0.99925071811396,0.31767325227258314,0.8897220518263103,False,Not significant
Gene0473,159.94631658233962,-0.1421745179486811,0.2868038367006623,-0.9755072064304866,0.3293087287869122,0.8897220518263103,False,Not significant
Gene0151,372.04734963220477,-0.15116078264048588,0.2725372815856161,-1.0232963937290072,0.3061677283277481,0.8897220518263103,False,Not significant
Gene0136,338.2677326487282,0.1409672566656297,0.20826590452723828,0.9699037090783058,0.332094491089293,0.8897220518263103,False,Not significant
Gene0114,21.446266696276606,0.143209683951135,0.2830107253549188,0.9732184774295413,0.33044472933696933,0.8897220518263103,False,Not significant
Gene0293,80.15312781676383,-0.13097572965987805,0.21674404932815278,-0.9007745703800618,0.3677081908713308,0.8929972776588287,False,Not significant
Gene0670,144.38174046634904,0.13678422274794938,0.23396709161734314,0.9194204662434983,0.35787568842452333,0.8929972776588287,False,Not significant
Gene0238,182.2154168051251,-0.1376544172211393,0.3121166284030914,-0.9509995601002493,0.34160459917706587,0.8929972776588287,False,Not significant
Gene0229,8.587900305168729,0.12786811716580657,0.32128220537224367,0.9234412502065726,0.35577730336055446,0.8929972776588287,False,Not significant
Gene0659,166.40542981374014,0.13171997759011494,0.28191669809146475,0.9437018767331282,0.3453220147144569,0.8929972776588287,False,Not significant
Gene0926,50.41793631033323,0.134644076153304,0.2526296969769475,0.9003271389976298,0.36794618259901746,0.8929972776588287,False,Not significant
Gene0767,194.76540708231536,0.14060886304690545,0.2409960073883878,0.9457985222592458,0.344251359450763,0.8929972776588287,False,Not significant
Gene0752,23.592219777972783,-0.13263161725393494,0.2904122151730913,-0.9069265780626148,0.3644456251744663,0.8929972776588287,False,Not significant
Gene0463,101.04514020150812,-0.1329723281811832,0.25898873593894045,-0.9194207713895597,0.35787552887855845,0.8929972776588287,False,Not significant
Gene0268,63.15388458800015,-0.14009646966935677,0.238300642672205,-0.9374963208799099,0.3485033153759012,0.8929972776588287,False,Not significant
Gene0975,130.99931377476202,0.13586000403124665,0.2792340519461409,0.9269209586674916,0.3539675744672398,0.8929972776588287,False,Not significant
Gene0916,131.4724080168643,-0.12708388895256406,0.28150664227525957,-0.9036421266129117,0.36618519583950326,0.8929972776588287,False,Not significant
Gene0863,89.4473220190552,-0.14054349900571192,0.292815570329792,-0.9520592846091531,0.3410669163862141,0.8929972776588287,False,Not significant
Gene0179,31.720262254398264,-0.1408601419627337,0.2390110574871217,-0.9398147782290694,0.3473125770827389,0.8929972776588287,False,Not significant
Gene0886,360.41128306383547,0.1405441048145992,0.24524244074858284,0.9367193686221712,0.3489029305391299,0.8929972776588287,False,Not significant
Gene0189,90.68212403109635,-0.1354347478899255,0.24514068660506952,-0.9249808112829145,0.3549758888875435,0.8929972776588287,False,Not significant
Gene0187,23.490548889528853,0.13634773592822935,0.3067488512353322,0.9283792342753642,0.3532108863195489,0.8929972776588287,False,Not significant
Gene0300,86.21760514153607,0.1302984614420344,0.30798933542826057,0.9104861497084966,0.362566182767311,0.8929972776588287,False,Not significant
Gene0299,129.4916231869982,0.13808346805548308,0.3164710002200849,0.947050706925889,0.3436129410282167,0.8929972776588287,False,Not significant
Gene0759,142.79835614142846,-0.1317740498576463,0.20462829807481814,-0.9214837863707953,0.3567979024002713,0.8929972776588287,False,Not significant
Gene0409,40.315821887850284,0.13650446312434766,0.23199492324203788,0.9148664657355636,0.36026173661502625,0.8929972776588287,False,Not significant
Gene0688,111.23584918735276,-0.1334905121096411,0.2201554495840247,-0.9119589130903749,0.36179034677491806,0.8929972776588287,False,Not significant
Gene0380,29.714622663309854,-0.09445080158362293,0.34042807271040443,-0.9568272380825955,0.33865446171461444,0.8929972776588287,False,Not significant
Gene0750,328.2041910652717,-0.13764575914012578,0.2482182894272081,-0.923796225032687,0.3555924209998097,0.8929972776588287,False,Not significant
Gene0394,192.2135359669788,0.1352506755913619,0.2420975282000117,0.9017857667403208,0.36717068209270387,0.8929972776588287,False,Not significant
Gene0694,42.903989686256416,-0.13764061356988802,0.27044895024232346,-0.9217974784416615,0.3566342229804189,0.8929972776588287,False,Not significant
Gene0340,40.52111689879928,0.13329252662492314,0.2523371159268334,0.8994833943489398,0.3683952368905987,0.8929972776588287,False,Not significant
Gene0386,320.6455142950078,0.13473231496847227,0.27844284029846816,0.9076018048241271,0.3640886404240684,0.8929972776588287,False,Not significant
Gene0381,87.98966981940829,-0.13112082025381847,0.2514616228264001,-0.8995398354223074,0.3683651874147157,0.8929972776588287,False,Not significant
Gene0101,106.81953365179038,-0.141673657501734,0.2466508474557105,-0.9578564494460682,0.33813514960890034,0.8929972776588287,False,Not significant
Gene0928,13.668741568745924,0.13171063060167443,0.3183810870932953,0.9415071013051122,0.3464450518509461,0.8929972776588287,False,Not significant
Gene0470,158.7662123278478,0.1408648405159392,0.25578244541381245,0.9374723167673491,0.34851565721935396,0.8929972776588287,False,Not significant
Gene0493,54.488045913742134,0.12836331254249894,0.3295572987930912,0.9066450694635735,0.36459452017691807,0.8929972776588287,False,Not significant
Gene0855,69.4455518432011,0.13305593007296718,0.2620671532032505,0.9175954883782294,0.35883068075620006,0.8929972776588287,False,Not significant
Gene0537,225.08452480872086,-0.13742572397056727,0.2212687427690608,-0.930472022535666,0.3521267432298891,0.8929972776588287,False,Not significant
Gene0919,116.89535028183344,0.123833055186402,0.3659492741789,0.8949368111721969,0.3708208674033008,0.8954138973163908,False,Not significant
Gene0355,526.1650495073842,0.13120676463674252,0.25076969454003084,0.8942223615556164,0.371202930131163,0.8954138973163908,False,Not significant
Gene0550,26.88565176911393,0.1293975950916432,0.272756736501388,0.8856216834732268,0.37582142307851873,0.8978155988025818,False,Not significant
Gene0540,198.38542961528427,0.13163857483091496,0.23154733946183956,0.8856061701252138,0.3758297855452668,0.8978155988025818,False,Not significant
Gene0333,104.59590877892606,0.12813292083436026,0.2770644495617164,0.8879851385143476,0.3745487455113602,0.8978155988025818,False,Not significant
Gene0541,90.79954776457386,-0.13067377753961582,0.2289753261329552,-0.8905204916092404,0.3731864703400751,0.8978155988025818,False,Not significant
