"sample","Axis1","Axis2","group","method"
"J_XYL_F_0059_02",0.270941994928564,0.130124120583053,"IBS_after","NMDS"
"J_XYL_F_0060_01",-0.258810609858793,-0.302942991814782,"IBS_before","NMDS"
"J_XYL_F_0060_02",0.0480170517821537,-0.277482733079271,"IBS_after","NMDS"
"J_XYL_F_0061_01",0.0393939191934127,-0.601544936509233,"IBS_before","NMDS"
"J_XYL_F_0061_02",-0.288888830782475,-0.524276323431512,"IBS_after","NMDS"
"J_XYL_F_0062_01",0.0793490145358263,-0.0704413560742305,"IBS_before","NMDS"
"J_XYL_F_0062_02",0.260050394597489,-0.387045713297042,"IBS_after","NMDS"
"J_XYL_F_0064_01",-0.0272177692945964,-0.117609145972872,"IBS_before","NMDS"
"J_XYL_F_0064_02",0.181338204987509,0.442164509302855,"IBS_after","NMDS"
"J_XYL_F_0065_01",0.470708292694771,0.0793650588967423,"IBS_before","NMDS"
"J_XYL_F_0065_02",0.407175366175518,0.291699452203019,"IBS_after","NMDS"
"J_XYL_F_0066_01",-0.544746441498355,-0.270295931762978,"IBS_before","NMDS"
"J_XYL_F_0066_02",-0.431166769665797,-0.654298866984296,"IBS_after","NMDS"
"K_XYL_F_0001_01",-0.601068984662878,0.120261830818554,"UC_before","NMDS"
"K_XYL_F_0001_02",-0.849655834940801,0.473519125897879,"UC_after","NMDS"
"K_XYL_F_0002_01",-0.179131704624507,0.151445239491268,"UC_before","NMDS"
"K_XYL_F_0002_02",-0.585772893839038,0.44642156751415,"UC_after","NMDS"
"K_XYL_F_0003_01",-0.425227557544664,-0.774902825465796,"UC_before","NMDS"
"K_XYL_F_0003_02",-0.45332721280752,-0.0264207677897874,"UC_after","NMDS"
"K_XYL_F_0004_01",-0.743311336964547,0.0981751096370445,"UC_before","NMDS"
"K_XYL_F_0004_02",-0.679163246551718,-0.224069968494757,"UC_after","NMDS"
"K_XYL_F_0005_01",-0.180203912547903,0.215285523256284,"UC_before","NMDS"
"K_XYL_F_0005_02",-0.193371706686067,-0.461798288045283,"UC_after","NMDS"
"K_XYL_F_0007_01",0.125065724876562,0.406676862271062,"UC_before","NMDS"
"K_XYL_F_0007_02",-0.22420260159253,0.523243745250547,"UC_after","NMDS"
"K_XYL_F_0008_01",0.101152962246313,0.277685396577071,"UC_before","NMDS"
"K_XYL_F_0008_02",0.301926654495424,0.420814101755041,"UC_after","NMDS"
"K_XYL_F_0009_01",0.279732008410506,0.550298932362736,"UC_before","NMDS"
"K_XYL_F_0009_02",0.217184951117929,0.0271504558624381,"UC_after","NMDS"
"K_XYL_F_0009_03",0.497464693279186,0.0422610366961682,"NA","NMDS"
"K_XYL_F_0011_01",0.117120677627633,0.092265575409992,"UC_before","NMDS"
"K_XYL_F_0011_02",-0.0876723221936482,-0.310371512731512,"UC_after","NMDS"
"K_XYL_F_0012_01",0.421440506653586,0.255071215186664,"UC_before","NMDS"
"K_XYL_F_0012_02",0.46448681262462,-0.0944912206718866,"UC_after","NMDS"
"K_XYL_F_0013_01",-0.662851799199273,0.32010734570565,"UC_before","NMDS"
"K_XYL_F_0013_02",-0.0660018021666002,-0.414217112275999,"UC_after","NMDS"
"K_XYL_F_0017_01",-0.034478793504628,-0.156580271032728,"UC_before","NMDS"
"K_XYL_F_0017_02",-0.176999184416837,-0.227202465399255,"UC_after","NMDS"
"K_XYL_F_0018_01",-0.106011703600036,-0.546286002599633,"UC_before","NMDS"
"K_XYL_F_0018_02",-0.506688802207523,-0.246196201198222,"UC_after","NMDS"
"K_XYL_F_0022_01",-0.380451275068995,-0.410910555347317,"UC_before","NMDS"
"K_XYL_F_0022_02",0.365201485370373,-0.373605505577548,"UC_after","NMDS"
"K_XYL_F_0028_01",-0.42632907705072,-0.449319727910784,"UC_before","NMDS"
"K_XYL_F_0028_02",-0.190131517925951,-0.557179425496667,"UC_after","NMDS"
"K_XYL_F_0030_02",-0.120342027463807,-0.261079481056407,"UC_after","NMDS"
"K_XYL_F_0030_03",-0.360489854758442,-0.203398040895875,"UC_before","NMDS"
"K_XYL_F_0033_01",0.427618376499229,0.00998165188318113,"UC_before","NMDS"
"K_XYL_F_0033_02",0.205592463718303,-0.173037417217178,"UC_after","NMDS"
"K_XYL_F_0035_01",0.25498213776502,-0.114570454042811,"UC_before","NMDS"
"K_XYL_F_0035_02",0.355265850162287,-0.0901733020543966,"UC_after","NMDS"
"K_XYL_F_0035_03",0.182535341813131,-0.473610388686647,"NA","NMDS"
"K_XYL_F_0036_01",0.189170867940026,-0.250071811939338,"UC_before","NMDS"
"K_XYL_F_0036_02",0.0949695616081872,0.559686053435146,"UC_after","NMDS"
"K_XYL_F_0037_01",0.126584704072654,-0.524823910214139,"UC_before","NMDS"
"K_XYL_F_0037_02",0.225789859770689,-0.437029657864653,"UC_after","NMDS"
"K_XYL_F_0038_01",-0.421004212344519,-0.131973040051501,"UC_before","NMDS"
"K_XYL_F_0038_02",-0.0909925943875793,-0.0678230843942881,"UC_after","NMDS"
"K_XYL_F_0039_01",-0.304001546088866,-0.402968740081417,"UC_before","NMDS"
"K_XYL_F_0039_02",-0.674458228244419,0.607514376946132,"UC_after","NMDS"
"K_XYL_F_0042_01",0.281244550056199,-0.210483951332737,"UC_before","NMDS"
"K_XYL_F_0042_02",0.592582298318399,-0.0286780488620535,"UC_after","NMDS"
"K_XYL_F_0043_01",0.372941651872735,-0.329302490668196,"UC_before","NMDS"
"K_XYL_F_0043_02",0.40964613988212,-0.347663443155905,"UC_after","NMDS"
"K_XYL_F_0044_01",0.061957145677081,0.304876835048131,"UC_before","NMDS"
"K_XYL_F_0044_02",0.401617288436978,0.208805834052048,"UC_after","NMDS"
"K_XYL_F_0045_01",0.373394550287421,0.0987729645814353,"UC_before","NMDS"
"K_XYL_F_0045_02",0.0705154352199371,0.164963860551948,"UC_after","NMDS"
"K_XYL_F_0046_01",0.514545841548026,0.244570600255626,"UC_before","NMDS"
"K_XYL_F_0046_02",-0.230915718361566,0.0653116590934184,"UC_after","NMDS"
"K_XYL_F_0047_01",0.093726865400528,-0.0115887972092217,"UC_before","NMDS"
"K_XYL_F_0047_02",0.153445271042857,0.0573489961854982,"UC_after","NMDS"
"K_XYL_F_0048_01",-0.309443519138216,-0.20576090284158,"UC_before","NMDS"
"K_XYL_F_0048_02",0.292597410887954,-0.478990122318242,"UC_after","NMDS"
